LAMMPS data file via write_data, version 23 Jun 2022, timestep = 10000

1416 atoms
4 atom types
560 bonds
1 bond types
280 angles
1 angle types

-17.041183502137486 17.041183502137486 xlo xhi
-16.99176666040339 16.99176666040339 ylo yhi
-26 26 zlo zhi

Masses

1 15.9994
2 1.008
3 22.98977
4 35.45

Pair Coeffs # lj/cut/tip4p/long

1 0.18481 3.165
2 0 0
3 0.10755 2.31
4 0.10038 4.3

Bond Coeffs # harmonic

1 0 0.9572

Angle Coeffs # harmonic

1 0 104.52

Atoms # full

46885 15341 1 -1.054 -11.709812421165454 -11.474154435977143 -6.626785124123224 0 1 0
46142 15093 2 0.527 -12.030145620313013 -13.066177997535643 -7.389225077924902 1 1 0
46143 15093 2 0.527 -11.811663295292362 -14.479219528292806 -6.891702335509066 1 1 0
46141 15093 1 -1.054 -12.052223372335686 -13.980291270767122 -7.672364216199732 1 1 0
46205 15114 2 0.527 -14.615651161594593 -15.87555583804419 -7.057330789798932 1 0 0
46206 15114 2 0.527 -13.914475929789072 -14.576122329988223 -7.391573829593462 1 0 0
46204 15114 1 -1.054 -14.620183823841568 -14.9396032699189 -6.856752031608817 1 0 0
46886 15341 2 0.527 -11.098305871621076 -10.860399797921094 -7.033679717957661 0 1 0
45348 14828 2 0.527 -11.53745060828474 -15.800055198644728 -8.720079709805873 -2 0 0
45346 14828 1 -1.054 -10.925161449560003 -16.535308580563317 -8.746685328824015 -2 0 0
46315 15151 1 -1.054 -15.373403129811614 -11.313853998084596 -8.357566172563047 0 0 0
46317 15151 2 0.527 -15.885887991925193 -11.887678382806582 -7.788091386181932 0 0 0
46316 15151 2 0.527 -15.279147542822816 -11.806701081633914 -9.172708488965199 0 0 0
46693 15277 1 -1.054 -14.539204829107568 16.08467399471451 -7.401485686194221 0 -1 0
46694 15277 2 0.527 -15.457993717520436 16.16796306193655 -7.656477643849502 0 -1 0
46468 15202 1 -1.054 -6.006754566904984 -12.398065637844507 -7.218290611399642 0 1 0
46470 15202 2 0.527 -6.854000029796882 -12.216590303511811 -7.624969200016871 0 1 0
46469 15202 2 0.527 -5.716271494520694 -13.215255420053019 -7.623337136905736 0 1 0
46279 15139 1 -1.054 -6.231314444677308 -15.490261028265358 -7.420322691827224 0 0 0
46280 15139 2 0.527 -7.169715847660028 -15.653038063688212 -7.32527446833479 0 0 0
45879 15005 2 0.527 -2.3981005987510073 -12.386220696696057 -8.228753923674802 -1 1 0
46257 15131 2 0.527 -9.629314830407484 -16.064919734834916 -7.458846051350957 0 1 0
